StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Text / Graphic,q1.1,q1.2,q1.3,q1.3_3_TEXT,q1.4,q1.4_8_TEXT,q1.5,q1.6,q1.7,q1.7_9_TEXT,q1.8,q1.8_12_TEXT,q1.9,q1.10,q1.10_17_TEXT,q2.1,q2.1_6_TEXT,q2.1_8_TEXT,q2.1_10_TEXT,q2.2,q2.3,q2.4,q2.4_6_TEXT,q2.5_1,q2.5_2,q2.5_3,q2.5_4,q3.1,q3.1_1_TEXT,q3.2.1_1,q3.2.1_2,q3.2.1_3,q3.2.1_4,q3.2.2_1,q3.2.2_2,q4.1,q4.2,q4.2_9_TEXT,q4.3,q4.4,q4.5,q4.6.1_1,q4.6.1_2,q4.6.1_3,q4.6.1_4,q4.6.1_5,q4.6.1_6,q4.6.1_7,q4.6.2_1,q4.6.2_2,q4.6.2_3,q4.6.2_4,q4.6.2_5,q4.6.2_6,q4.7,q5.1_1,q5.1_2,q5.1_3,q5.1_4,q5.2,q5.2_11_TEXT,q5.3,q5.3_7_TEXT
27/06/2025 03:38,27/06/2025 03:39,IP Address,20,65,FALSE,04/07/2025 03:39,R_20EzUQtgG8BgO1X,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,North East,35 to 44,Woman,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£20,000 to £50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2025 03:58,04/07/2025 04:07,IP Address,100,562,TRUE,04/07/2025 04:07,R_2iz3CVDoLIGxvhV,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,55 to 64,Woman,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£50,000 to £100,000",>250 ha,Farming landowner ,,LFA grazing livestock,,40% to 50%,"Countryside Stewardships Higher Tier (CSHT),Landscape Recovery ,Farming in Protected Landscapes programme (FiPL),England Woodland Creation Offer (EWCO)",,"Wildfire,Pests:",,,,Once in the last five years,Somewhat affected,Partly caused by climate change,,To some extent,To some extent,Very much,Very much,No,,,,,,3 - Agree,2 - Neither agree nor disagree,"Yes – Individually, on my farm","River restoration,Forest reforestation or restoration,Peatland restoration,Grassland restoration,Hedgerows,Habitat creation",,Greater than 25%,10-25%,Yes,3- Agree,3- Agree,2- Neither agree nor disagree,3- Agree,1- Disagree,2- Neither agree nor disagree,3- Agree,,,,,,,"improved soil health, reduced flood risk, carbon sequestration, habitat creation or restoration",3 - Agree,1- Disagree,3 - Agree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Skills/training,Limited time,Data availability - unclear on the benefits,Land use conflicts with food production,Policy uncertainty,Tax constraints,Planning constraints,Tenancy constraints",,"Funding for collaborative action,Relationship with neighbours,Landscape benefits don’t benefit my farm business,Unequal contribution of resources from landscape-level partners",
05/07/2025 05:28,05/07/2025 05:32,IP Address,100,266,TRUE,05/07/2025 05:32,R_2oCXt7nxfzaByI9,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,Wales,35 to 44,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£10,000 to £20,000",50 to 100 ha.,Family member,,"Dairy,LFA grazing livestock",,> 60%,Other:,"Glastir, Habitat Wales",Drought ,,,,Once every 2-3 years,Somewhat affected,Partly caused by climate change,,To some extent,Very much,Very much,Very much,No,,,,,,3 - Agree,2 - Neither agree nor disagree,No,,,Greater than 25%,Greater than 25%,No,,,,,,,,1- Disagree,3- Agree,3- Agree,2- Neither agree nor disagree,1- Disagree,3- Agree,"improved quality of land (soil, water, etc.), creating sustainable future for farming",2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Access to knowledge on implementation,Skills/training,Data availability - unclear on the benefits,Policy uncertainty",,Funding for collaborative action,
05/07/2025 07:38,05/07/2025 07:49,IP Address,100,613,TRUE,05/07/2025 07:49,R_2cvZ7MhUAodAoPD,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£10,000 to £20,000",< 5 ha.,Farming landowner ,,Other:,Donkey - keeping,> 60%,Sustainable Farming Incentives (SFI),,Other:,,,Storm Damage,Once every 2-3 years,Somewhat affected,Mainly caused by climate change,,No,No,To some extent,To some extent,No,,,,,,3 - Agree,2 - Neither agree nor disagree,No,,,Greater than 25%,Greater than 25%,I don't know,,,,,,,,1- Disagree,2- Neither agree nor disagree,3- Agree,3- Agree,2- Neither agree nor disagree,3- Agree,"Improves soil & water quality, improves environmental diversity which improves natural pest-management. Essential for long term sustainability, improves profitability by reducing input costs by more than the reduction in yield, reduces labour and machinery commitment. ",2- Neither agree nor disagree,2- Neither agree nor disagree,3 - Agree,2- Neither agree nor disagree,"Access to knowledge on implementation,Implementation costs,Data availability - unclear on the benefits,Policy uncertainty,Tax constraints,Planning constraints",,"Funding for collaborative action,Relationship with neighbours,Other:",problems of finding / joining landscape level collaboration groups
29/06/2025 09:19,29/06/2025 09:21,IP Address,3,147,FALSE,06/07/2025 09:21,R_87BZtV2XyqvgtcM,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2025 16:38,06/07/2025 16:46,IP Address,100,475,TRUE,06/07/2025 16:46,R_8KMTxezDq6gFbgz,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,Wales,55 to 64,Woman,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£20,000 to £50,000",>250 ha,Farming landowner ,,LFA grazing livestock,,> 60%,"Sustainable Farming Incentives (SFI),Capital Items",,"Flood ,Drought ,Disease:,Pests:",,,,Once a year,Somewhat affected,Partly caused by climate change,,To some extent,To some extent,Very much,Very much,No,,,,,,3 - Agree,3 - Agree,No,,,10-25%,Less than 1%,No,,,,,,,,3- Agree,2- Neither agree nor disagree,1- Disagree,1- Disagree,2- Neither agree nor disagree,3- Agree,Sustainability and regeneration,1- Disagree,1- Disagree,3 - Agree,2- Neither agree nor disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Skills/training,Limited time,Data availability - unclear on the benefits,Land use conflicts with food production,Policy uncertainty,Tax constraints,Planning constraints,Tenancy constraints",,"Funding for collaborative action,Relationship with neighbours,Landscape benefits don’t benefit my farm business,Unequal contribution of resources from landscape-level partners",
07/07/2025 09:46,07/07/2025 09:54,IP Address,100,460,TRUE,07/07/2025 09:54,R_2mpUkAbc0lOLdIh,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,East Anglia,55 to 64,Man,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£100,000 to £200,000",50 to 100 ha.,Farming landowner ,,"Cereals,Cropping: Horticulture,Other:",Conservation,40% to 50%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Capital Items,Improving Farm Productivity grant,Farming in Protected Landscapes programme (FiPL),Other:",Tree production capital grant (TPCG),Drought ,,,,Once a year,Somewhat affected,Mainly caused by climate change,,Very much,To some extent,Very much,Very much,"Yes (If you wish, specify which kind of community partnership)",Farmer Cluster,3 - Agree,2 - Neither agree nor disagree,2 - Neither agree nor disagree,1 - Disagree,,,"Yes – Individually, on my farm,Yes – In collaboration, at the landscape level","Grassland restoration,Hedgerows,Wildflower strips,Habitat creation",,5-10%,1-5%,I don't know,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,1- Disagree,3- Agree,2- Neither agree nor disagree,3- Agree,,,,,,,Improvement in Soil / Water and Biodiversity,1- Disagree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Maintenance costs,Data availability - unclear on the benefits,Land use conflicts with food production,Policy uncertainty",,"Funding for collaborative action,Unequal contribution of resources from landscape-level partners",
07/07/2025 09:47,07/07/2025 10:05,IP Address,100,1050,TRUE,07/07/2025 10:05,R_8TpETo8qPFrS2e2,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,35 to 44,Woman,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£20,000 to £50,000",100-250 ha.,Other:,Co-owner & advisor ,"Cropping: Horticulture,Dairy",,< 10%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Capital Items,Improving Farm Productivity grant,Woodland Creation Planning Grant (WCPG)",,"Flood ,Drought ,Disease:,Pests:",,,,Once a year,Somewhat affected,Mainly caused by climate change,"Obviously different events are caused by different things. Drought = climate change, pests = always, may be worsened by climate change as plants weaken in drought scenarios ",Very much,Very much,Very much,Very much,"Yes (If you wish, specify which kind of community partnership)",Supplier group ,3 - Agree,3 - Agree,3 - Agree,3 - Agree,,,"Yes – Individually, on my farm,Yes – In collaboration, at the landscape level","River restoration,Forest reforestation or restoration,Forest creation,Agroforestry ,Hedgerows,Wildflower strips,Habitat creation",,Greater than 25%,Greater than 25%,Yes,1- Disagree,3- Agree,3- Agree,3- Agree,3- Agree,2- Neither agree nor disagree,3- Agree,,,,,,,"Managing availability of water in the landscape. Mitigating the impact of extreme weather on livestock, crops and soil biology. Mitigating the impact of extreme weather on key business infrastructure such as our buildings and roads. Then sequestering carbon, creating habitat etc. ",3 - Agree,1- Disagree,3 - Agree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Skills/training,Data availability - unclear on the benefits,Land use conflicts with food production,Policy uncertainty,Tax constraints,Planning constraints,Tenancy constraints,Other:",That the key message that this is about protecting future food production and key infrastructure that the supply chain depends on isn't being communicated.  ,"Funding for collaborative action,Relationship with neighbours,Unequal contribution of resources from landscape-level partners",
01/07/2025 05:09,01/07/2025 05:23,IP Address,3,837,FALSE,08/07/2025 05:23,R_8zcksgqz35F42L8,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2025 00:02,09/07/2025 00:30,IP Address,100,1659,TRUE,09/07/2025 00:30,R_84jUzwinSbWCwu0,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,East Anglia,65 to 74,Man,,Other:,From older farmers and self taught.,"£20,000 to £50,000",20 to 50 ha.,Farming landowner ,,"Cereals,Lowland grazing livestock,Mixed",,50% to 60%,Country Stewardships (CS) ,,"Flood ,Drought ,Pests:",,Munjac ,,Once in the last five years,Somewhat affected,Partly caused by climate change,,To some extent,To some extent,To some extent,To some extent,No,,,,,,3 - Agree,3 - Agree,"Yes – Individually, on my farm","Grassland restoration,Hedgerows,Wildflower strips,Habitat creation",,10-25%,1-5%,Yes,2- Neither agree nor disagree,2- Neither agree nor disagree,3- Agree,3- Agree,2- Neither agree nor disagree,2- Neither agree nor disagree,3- Agree,,,,,,,Sustainable future ,2- Neither agree nor disagree,3 - Agree,3 - Agree,2- Neither agree nor disagree,"Access to knowledge on implementation,Implementation costs,Policy uncertainty",,Funding for collaborative action,
02/07/2025 01:44,02/07/2025 01:46,IP Address,40,116,FALSE,09/07/2025 01:46,R_84x7sEJIpQaojUL,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,West Midlands,35 to 44,Woman,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£50,000 to £100,000",50 to 100 ha.,Non-Farming landowner ,,"Cereals,Lowland grazing livestock",,40% to 50%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Landscape Recovery ,Capital Items,Private sector - Water company",,"Flood ,Drought ,Pests:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2025 09:40,02/07/2025 09:41,IP Address,20,27,FALSE,09/07/2025 09:41,R_2Xqimg0tRH6e157,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,Wales,45 to 54,Woman,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£50,000 to £100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2025 06:16,02/07/2025 10:00,IP Address,20,99850,FALSE,09/07/2025 10:00,R_2qD8fzsDjjKvtMp,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,Wales,35 to 44,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£10,000 to £20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2025 17:40,02/07/2025 17:41,IP Address,3,35,FALSE,09/07/2025 17:41,R_1HhqaYjNN84JRIr,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 02:41,03/07/2025 02:41,IP Address,3,18,FALSE,10/07/2025 02:41,R_2b1eXmhdUZpb0yZ,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 05:10,03/07/2025 05:11,IP Address,20,66,FALSE,10/07/2025 05:11,R_2aHYbDAfYpwFYPL,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,Wales,25 to 34,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"< £10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 03:58,03/07/2025 05:13,IP Address,3,4499,FALSE,10/07/2025 05:13,R_862wKp0nR8ju1Kg,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 06:36,03/07/2025 06:41,IP Address,67,305,FALSE,10/07/2025 06:41,R_2CvKrhCzObCeoz7,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South East,55 to 64,Woman,,"Further education – college course, diploma, trade training, etc.",,"£50,000 to £100,000",100-250 ha.,Farming landowner ,,Mixed,,< 10%,"Country Stewardships (CS) ,Farming in Protected Landscapes programme (FiPL)",,"Drought ,Other:",,,"Waterlogged fields , extreme rain ",Once a year,Severely affected,Partly caused by climate change,,Very much,Very much,Very much,Very much,No,,,,,,2 - Neither agree nor disagree,1 - Disagree,"Yes – Individually, on my farm",,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 06:55,03/07/2025 07:01,IP Address,67,336,FALSE,10/07/2025 07:01,R_8473vKSOuorZpUc,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,Scotland,< 24,Woman,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£10,000 to £20,000",50 to 100 ha.,"Farming landowner ,Family member",,"Cereals,Specialist poultry",,10% to 20%,No funding,,"Drought ,Disease:",Avian Influenza,,,Once a year,Somewhat affected,Partly caused by climate change,,To some extent,To some extent,To some extent,To some extent,No,,,,,,3 - Agree,2 - Neither agree nor disagree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2025 23:36,10/07/2025 23:52,IP Address,100,959,TRUE,10/07/2025 23:52,R_84pJ08ilXsjsKV5,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,35 to 44,Man,,"Further education – college course, diploma, trade training, etc.",,"£10,000 to £20,000",100-250 ha.,Farming landowner ,,LFA grazing livestock,,50% to 60%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Capital Items",,None,,,,,,,,To some extent,To some extent,To some extent,To some extent,No,,,,,,2 - Neither agree nor disagree,2 - Neither agree nor disagree,No,,,5-10%,Less than 1%,No,,,,,,,,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,1- Disagree,1- Disagree,2- Neither agree nor disagree,Premium price fir others ,2- Neither agree nor disagree,3 - Agree,2- Neither agree nor disagree,2- Neither agree nor disagree,Limited time,,No barriers at the landscape level,
11/07/2025 02:54,11/07/2025 03:09,IP Address,100,907,TRUE,11/07/2025 03:09,R_2V3Fr5feqHI6ugD,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,35 to 44,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£50,000 to £100,000",50 to 100 ha.,Family member,,LFA grazing livestock,,> 60%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Capital Items",,None,,,,,,Partly caused by climate change,HLS led management has caused fires on moorland to be an issue. Undergrazing has lead to excessive molinia grass - this becoming a fire risk,To some extent,To some extent,To some extent,To some extent,No,,,,,,3 - Agree,1 - Disagree,No,,,5-10%,Less than 1%,I don't know,,,,,,,,3- Agree,1- Disagree,1- Disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,Appease a green majority who are happy to import their food from anywhere that can produce it cheaply without considering that it may be at the cost of decimating the amazon rainforest ,3 - Agree,1- Disagree,1- Disagree,1- Disagree,"Policy uncertainty,Other:",The SFI being pulled along with capital grants. How can a business plan to engage with these schemes when they are off the table. ,Funding for collaborative action,
11/07/2025 03:59,11/07/2025 04:12,IP Address,100,777,TRUE,11/07/2025 04:12,R_81sm9HgWCVhFtFh,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,55 to 64,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£10,000 to £20,000",20 to 50 ha.,Farming landowner ,,Other:,Upland beef and sheep,50% to 60%,Farming in Protected Landscapes programme (FiPL),,Drought ,,,,Once a year,Somewhat affected,Mainly caused by climate change,Over 99.9% of actively publishing climate scientists agree that human-caused climate change is happening and is affecting weather patterns.,To some extent,To some extent,Very much,Very much,"Yes (If you wish, specify which kind of community partnership)",farmer cluster,3 - Agree,3 - Agree,1 - Disagree,2 - Neither agree nor disagree,,,"Yes – Individually, on my farm","Mob grazing,Agroforestry ,Hedgerows,Wildflower strips,Habitat creation",,Greater than 25%,Greater than 25%,I don't know,1- Disagree,3- Agree,2- Neither agree nor disagree,3- Agree,1- Disagree,2- Neither agree nor disagree,3- Agree,,,,,,,"improved soil quality that leads to more nutrient dense products and resilience in the business 

PS question 3 is written from a very strange perspective / yield and profitability are two separate considerations - ie yield may fall but profitability increase. I wanted to leave it blank but forced to answer it before moving on",1- Disagree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Skills/training,Limited time,Data availability - unclear on the benefits,Policy uncertainty,Planning constraints",,"Funding for collaborative action,Relationship with neighbours",
11/07/2025 12:39,11/07/2025 12:48,IP Address,100,512,TRUE,11/07/2025 12:48,R_2qsJ4U70t8iNxkc,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,55 to 64,Woman,,"Further education – college course, diploma, trade training, etc.",,"£10,000 to £20,000",100-250 ha.,"Farming landowner ,Farm business tenancy (FBT),Agricultural holdings tenancy (AH)",,Lowland grazing livestock,,< 10%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Countryside Stewardships Higher Tier (CSHT),Capital Items",,Drought ,,,,Once in the last five years,Somewhat affected,Partly caused by climate change,,To some extent,To some extent,To some extent,To some extent,No,,,,,,2 - Neither agree nor disagree,1 - Disagree,No,,,10-25%,Less than 1%,No,,,,,,,,3- Agree,2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,3- Agree,2- Neither agree nor disagree,Don’t know,3 - Agree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Limited time,Policy uncertainty",,Other:,Complicated idea to implement . 
04/07/2025 15:05,04/07/2025 15:05,IP Address,20,37,FALSE,11/07/2025 15:05,R_2Sc15itwrswGKGG,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South East,45 to 54,Woman,,"Further education – college course, diploma, trade training, etc.",,"£100,000 to £200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2025 23:40,12/07/2025 23:47,IP Address,100,463,TRUE,12/07/2025 23:47,R_2PFrUIYfuGHkMcp,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,Scotland,35 to 44,Woman,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"< £10,000",< 5 ha.,Farming landowner ,,Cropping: Horticulture,,> 60%,No funding,,"Drought ,Disease:,Pests:",,,,More than once a year ,Somewhat affected,Mainly caused by climate change,,To some extent,To some extent,To some extent,To some extent,No,,,,,,3 - Agree,3 - Agree,"Yes – Individually, on my farm","Forest creation,Agroforestry ,Hedgerows,Wildflower strips,Habitat creation,Other:",Permaculture good growing ,Greater than 25%,5-10%,No,1- Disagree,3- Agree,3- Agree,3- Agree,1- Disagree,3- Agree,3- Agree,,,,,,,It’s just better for everything and everyone! ,1- Disagree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Skills/training,Land use conflicts with food production,Other:",Farmers are still paid or encouraged to remove features to increase grazing for example due to farm payments. There is still a lack of encouragement and education for generational farms in my experience where I am. ,"Relationship with neighbours,Other:",Generational farmers who are stuck in their ways. 
06/07/2025 02:02,06/07/2025 02:02,IP Address,3,23,FALSE,13/07/2025 02:02,R_2CHkjb9BXjSMYN3,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2025 02:11,13/07/2025 03:37,IP Address,100,5184,TRUE,13/07/2025 03:37,R_84tLHDTRksRgsP5,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£20,000 to £50,000",20 to 50 ha.,Farming landowner ,,Lowland grazing livestock,,> 60%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ",,"Flood ,Drought ",,,,Once a year,Not affected at all,Partly caused by climate change,,No,No,To some extent,To some extent,No,,,,,,2 - Neither agree nor disagree,1 - Disagree,"Yes – Individually, on my farm","Grassland restoration,Hedgerows",,Greater than 25%,Less than 1%,Yes,1- Disagree,1- Disagree,1- Disagree,1- Disagree,1- Disagree,1- Disagree,1- Disagree,,,,,,,Greater biodiversity ,2- Neither agree nor disagree,1- Disagree,3 - Agree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Land use conflicts with food production,Policy uncertainty",,No barriers at the landscape level,
07/07/2025 02:52,07/07/2025 02:56,IP Address,67,241,FALSE,14/07/2025 02:56,R_25C8K4MTvOpBWKt,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,35 to 44,Woman,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£20,000 to £50,000",50 to 100 ha.,Family member,,LFA grazing livestock,,> 60%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Capital Items",,"Drought ,Disease:","BTV, Schmallenburg",,,Once a year,Somewhat affected,Mainly caused by climate change,,Very much,Very much,Very much,Very much,No,,,,,,3 - Agree,2 - Neither agree nor disagree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/07/2025 10:44,14/07/2025 11:32,IP Address,100,2879,TRUE,14/07/2025 11:32,R_8jQo4aqBMH7Ho89,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,45 to 54,Man,,Other:,ACA,"£20,000 to £50,000",50 to 100 ha.,Farming landowner ,,Lowland grazing livestock,,< 10%,"Countryside Stewardships Higher Tier (CSHT),Farming in Protected Landscapes programme (FiPL)",,"Drought ,Disease:",TB,,,Once every 2-3 years,Somewhat affected,Partly caused by climate change,It’s also due to global biodiversity loss. ,To some extent,No,To some extent,No,"Yes (If you wish, specify which kind of community partnership)","Local farm facilitation cluster, and also the Pasture Fed Livestock Association",3 - Agree,1 - Disagree,3 - Agree,3 - Agree,,,"Yes – Individually, on my farm","Grassland restoration,Mob grazing,Agroforestry ,Hedgerows,Habitat creation,Other:","Owl boxes, bee homes. ",Greater than 25%,Greater than 25%,No,1- Disagree,3- Agree,3- Agree,1- Disagree,1- Disagree,1- Disagree,2- Neither agree nor disagree,,,,,,,"Resilience, both against financial and environmental factors. But as part of that, improved biodiversity, soil quality, water retention, animal welfare, quality of life",3 - Agree,1- Disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,"Access to knowledge on implementation,Implementation costs,Skills/training,Limited time,Data availability - unclear on the benefits,Policy uncertainty,Other:","I think that it is still more profitable to farm in an environmentally damaging way. As well as incentivising farmers to implement nature-based solutions, the government should raise revenues by taxing environmentally damaging facets of agriculture eg red diesel, artificial fertiliser, pesticides, fungicides and herbicides. 

I also think that the agricultural colleges are not doing enough to teach agro-ecological approaches to agriculture. ","Funding for collaborative action,Other:","I think it needs really good people at a local level to make anything actually happen on the ground on a landscape level. It takes a lot of effort and persuasion, even if there is a financial carrot. Even here, within the Mendip Super Nature Reserve area, there has been nothing to incentivise farmers to farm differently, even those adjacent to reserves within the super nature reserve. 

The other point is trust in the government. Farming is a long term game, but governments and funding schemes are not. This needs to be resolved. "
14/07/2025 14:18,14/07/2025 14:36,IP Address,100,1093,TRUE,14/07/2025 14:36,R_83tLK2SSAFpEgBH,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,North West,65 to 74,Man,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£20,000 to £50,000",>250 ha,Farm business tenancy (FBT),,"LFA grazing livestock,Other:",habitat management,30% to 40%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Countryside Stewardships Higher Tier (CSHT),Farming in Protected Landscapes programme (FiPL)",,"Flood ,Drought ,Disease:,Pests:,Other:",bTB radial,grey squirrel,spread of soft rush,Once a year,Somewhat affected,Mainly caused by climate change,I am convinced by all the available evidence,To some extent,Very much,Very much,Very much,"Yes (If you wish, specify which kind of community partnership)",farmer network,3 - Agree,3 - Agree,3 - Agree,2 - Neither agree nor disagree,,,"Yes – Individually, on my farm,Yes – In collaboration, at the landscape level","Wetland restoration,Peatland restoration,Grassland restoration,Agroforestry ,Hedgerows,Other:",conservation grazing,Greater than 25%,Greater than 25%,Yes,1- Disagree,3- Agree,3- Agree,2- Neither agree nor disagree,1- Disagree,3- Agree,3- Agree,,,,,,,Delivering nature recovery which ensures continuing provision of all of the ecosystem services that all life depends on,1- Disagree,1- Disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,"Access to knowledge on implementation,Skills/training,Limited time,Land use conflicts with food production,Policy uncertainty,Tenancy constraints,Other:",farmer/landowner mindsets too centred on maximising yield and productive efficiency whilst ignoring external costs that are borne by wider society,"Funding for collaborative action,Relationship with neighbours,Other:",lack of collaborative ethos amongst participants
09/07/2025 06:42,09/07/2025 06:43,IP Address,3,41,FALSE,16/07/2025 06:43,R_8t1amT0f7rEXkQx,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
